,id,name,address,postal_code,charger_level,lat,lng,cost,gg_address,gg_lat,gg_lng,city,province
2411,AAA-085,Montréal - Marché Central - Stat. intérieur,"8791 de l’Acadie, Montréal, QC",H4N 3K1,Level2,45.5317565558421,-73.6496754070626,"0,00 $ (CAD) par session","8791 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.5318755,-73.6496635,Montréal,QC
2455,AAA-119,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC",H3A 3J5,Level2,45.502156,-73.57222900000001,"1,00 $ (CAD) de l'heure","1500 Avenue McGill College, Montréal, QC H3A 3L2, Canada",45.5023402,-73.5723526,Montréal,QC
2514,AAA-10972,P-02 Garage Louis-Colin (Niveau 1),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500618,-73.617248,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2544,AAA-10458,T.A. - 4050 Molson,"4050 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.541189,-73.56251999999999,"1,00 $ (CAD) de l'heure","4050 Rue Molson, Montréal, QC H1W 1A1, Canada",45.5411826,-73.56205959999998,Montréal,QC
2557,AAA-130,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC",H3B 4G5,Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure","705 Rue Sainte-Catherine O, Montréal, QC H3B 4G5, Canada",45.502466,-73.57130409999999,Montréal,QC
2581,AAA-609,Indigo Park - Complexe de la Gare Centrale,"904 rue Belmont, Montréal, QC",H3B 2M4,Level2,45.500357,-73.566862,"1,00 $ (CAD) de l'heure","904 Rue Belmont, Montréal, QC H3B 2M4, Canada",45.500254999999996,-73.566779,Montréal,QC
2583,AAA-129,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC",H3B 4G5,Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure","705 Rue Sainte-Catherine O, Montréal, QC H3B 4G5, Canada",45.502466,-73.57130409999999,Montréal,QC
2584,AAA-10323,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
2603,AAA-10442,Montréal - Marché Central - 9187 boul L'Acadie,"9187 boul L’Acadie, Montréal, QC",H4N 3K1,Level2,45.533598,-73.6552,"0,00 $ (CAD) par session","9187 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.5331119,-73.6551863,Montréal,QC
2613,AAB-11985,IA - Crémazie,"1611 Boul Crémazie E, Montréal, QC",H2M 2R9,Level2,45.553932,-73.625066,"1,00 $ (CAD) de l'heure","1611 Boul Crémazie E, Montréal, QC H2M 2R9, Canada",45.5545329,-73.6239679,Montréal,QC
2617,AAA-10355,Vieux-Port de Montréal,"2 Rue de la Commune O, Montréal, QC",H2Y 4B2,Level2,45.505148,-73.54961999999999,"0,00 $ (CAD) de l'heure","2 Rue de la Commune O, Montréal, QC H2Y 4B2, Canada",45.5052122,-73.5502408,Montréal,QC
2652,AAA-10945 ,P-02 Garage Louis-Colin (Niveau 5),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500196,-73.617303,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2677,AAA-433,Oxford - 1250 bld. René-Lévesque O.,"1250 boul. René-Lévesque, Montréal, QC",H3B 2G4,Level2,45.49756,-73.571169,"1,00 $ (CAD) de l'heure","1250 René-Lévesque, Montréal, QC H3B 4K4, Canada",45.497323,-73.57038100000001,Montréal,QC
2693,AAB-11342,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
2708,AAA-11003,P-3744 Jean-Brillant,"3744 Rue Jean-Brillant, Montréal, QC",H3T 1P1,Level2,45.495237,-73.621813,"1,00 $ (CAD) de l'heure","3744 Rue Jean-Brillant, Montréal, QC H3T 1P1, Canada",45.495106,-73.6217464,Montréal,QC
2712,AAB-11987,IA - Crémazie,"1611 Boul Crémazie E, Montréal, QC",H2M 2R9,Level2,45.553932,-73.625066,"1,00 $ (CAD) de l'heure","1611 Boul Crémazie E, Montréal, QC H2M 2R9, Canada",45.5545329,-73.6239679,Montréal,QC
2761,AAA-10364,Vieux-Port de Montréal,"2 Rue de la Commune O, Montréal, QC",H2Y 4B2,Level2,45.505148,-73.54961999999999,"0,00 $ (CAD) de l'heure","2 Rue de la Commune O, Montréal, QC H2Y 4B2, Canada",45.5052122,-73.5502408,Montréal,QC
2766,AAA-10429,Montréal - Marché Central - 1025 rue Marché Central,"1025 rue Marché Central, Montréal, QC",H4N 3K1,Level2,45.534841,-73.65943,"0,00 $ (CAD) par session","1025 Rue du Marché Central, Montréal, QC H4N 1J8, Canada",45.534538500000004,-73.6596261,Montréal,QC
2804,AAA-10324,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
2806,AAB-10803,L Avenue,"1275 Avenue des Canadiens de Montreal, Montréal, QC",H3B 0G4,Level2,45.496458,-73.570604,"0,00 $ (CAD) par session","1275 Avenue des Canadiens-de-Montréal, Montréal, QC H3B 5E6, Canada",45.4964397,-73.5706624,Montréal,QC
2829,AAA-10331,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
2863,AAA-423,T.A. - 4101 Molson (Publique),"4101 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.5418390795982,-73.5642780760575,"1,00 $ (CAD) de l'heure","4101 Rue Molson, Montréal, QC H1Y 3L1, Canada",45.5418591,-73.5645948,Montréal,QC
2867,AAA-473,Alexis Nihon,"1500 Avenue Atwater, Montréal, QC",H3Z 1X5,Level2,45.488728,-73.58551,"1,00 $ (CAD) de l'heure","1500 Avenue Atwater, Montréal, QC H3Z 1X5, Canada",45.488805,-73.5859921,Montréal,QC
2875,AAA-10922,P-02 Garage Louis-Colin (Niveau 5),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500196,-73.617303,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2881,AAA-10520,T.A. - 4100 Molson,"4100 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.541007,-73.56325,"1,00 $ (CAD) de l'heure","4100 Rue Molson, Montréal, QC H1Y 3N1, Canada",45.541074,-73.5631193,Montréal,QC
2889,AAA-10422,_MES  Université McGill - Redéveloppement,"3420 Rue McTavish, Montréal, QC",H3A 1Y1,Level2,45.502857,-73.57681099999999,"1,00 $ (CAD) de l'heure","3420 Rue McTavish, Montréal, QC H3A 3L1, Canada",45.5029451,-73.57675649999999,Montréal,QC
2903,AAB-11055,Immobilier Manuvie - 1001 Maisonneuve,"1001 Boulevard de Maisonneuve O, Montréal, QC",H3A 3C8,Level2,45.501469,-73.574388,"1,00 $ (CAD) de l'heure","1001 Boulevard de Maisonneuve O, Montréal, QC H3A 1X8, Canada",45.5015521,-73.5745365,Montréal,QC
2941,AAA-10990,P-02 Garage Louis-Colin (Niveau 5),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500196,-73.617303,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2951,AAB-11282,Place Bonaventure ,"800 rue de la Gauchetiere O, Montréal, QC",H5A 1K6,Level2,45.498651,-73.5658,"1,00 $ (CAD) de l'heure","800 Rue de la Gauchetière O, Montréal, QC H5A 1K8, Canada",45.500133,-73.5652994,Montréal,QC
2952,AAA-214,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC",H3A 3J5,Level2,45.502156,-73.57222900000001,"1,00 $ (CAD) de l'heure","1500 Avenue McGill College, Montréal, QC H3A 3L2, Canada",45.5023402,-73.5723526,Montréal,QC
2991,AAA-11010,P-3744 Jean-Brillant,"3744 Rue Jean-Brillant, Montréal, QC",H3T 1P1,Level2,45.495237,-73.621813,"1,00 $ (CAD) de l'heure","3744 Rue Jean-Brillant, Montréal, QC H3T 1P1, Canada",45.495106,-73.6217464,Montréal,QC
2994,AAA-400,Porte et Fenêtres de l'est inc.,"6051 rue Notre-Dame Est, Montréal, QC",H1N 2E8,Level2,45.569568,-73.521838,"2,50 $ (CAD) par session","6051 Rue Notre-Dame Est, Montréal, QC H1N 2E8, Canada",45.569481599999996,-73.5218438,Montréal,QC
3009,AAA-081,Montréal - Marché Central - Stat. intérieur,"8791 de l’Acadie, Montréal, QC",H4N 3K1,Level2,45.5317565558421,-73.6496754070626,"0,00 $ (CAD) par session","8791 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.5318755,-73.6496635,Montréal,QC
3013,AAA-140,Centre de commerce mondial de Montréal,"747 rue Square Victoria, Montréal, QC",H2Y 3Y9,Level2,45.502106,-73.560807,"1,00 $ (CAD) de l'heure","747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020089,-73.5605637,Montréal,QC
3016,AAA-440,Oxford - 1250 bld. René-Lévesque O.,"1250 boul. René-Lévesque, Montréal, QC",H3B 2G4,Level2,45.49756,-73.571169,"1,00 $ (CAD) de l'heure","1250 René-Lévesque, Montréal, QC H3B 4K4, Canada",45.497323,-73.57038100000001,Montréal,QC
3029,AAA-10988,P-02 Garage Louis-Colin (Niveau 1),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500618,-73.617248,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
3052,AAA-10917,P-02 Garage Louis-Colin (Niveau 1),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500618,-73.617248,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
3058,AAA-10476,Vieux-Port de Montréal,"2 Rue de la Commune O, Montréal, QC",H2Y 4B2,Level2,45.505148,-73.54961999999999,"0,00 $ (CAD) de l'heure","2 Rue de la Commune O, Montréal, QC H2Y 4B2, Canada",45.5052122,-73.5502408,Montréal,QC
3064,AAB-11344,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
3086,AAA-117,Centre de commerce mondial de Montréal,"747 rue Square Victoria, Montréal, QC",H2Y 3Y9,Level2,45.502106,-73.560807,"1,00 $ (CAD) de l'heure","747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020089,-73.5605637,Montréal,QC
3099,AAA-10596,Via Rail Canada Inc.-Montréal Maintenance Centre CC13285,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.477476,-73.549898,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
3100,AAA-10456,MTL - Aréna Bill Durnan (0610),"4988, rue Vézina, Montréal, QC",H3W 1C1,Level2,45.494898,-73.644266,"2,50 $ (CAD) par session","4988 Rue Vézina, Montréal, QC H3W 1C1, Canada",45.494823700000005,-73.6446937,Montréal,QC
3101,AAB-11274,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
3112,AAA-10328,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
3114,AAA-10942,P-02 Garage Louis-Colin (Niveau 5),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500196,-73.617303,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
3126,AAA-10144,T.A. - 4101 Molson (Publique),"4101 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.5418390795982,-73.5642780760575,"1,00 $ (CAD) de l'heure","4101 Rue Molson, Montréal, QC H1Y 3L1, Canada",45.5418591,-73.5645948,Montréal,QC
3132,AAB-11339,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
3143,AAA-10334,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
3149,AAA-10611,Via Rail Canada Inc.-Montréal Maintenance Centre CC14409,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.476233,-73.549018,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
3166,AAA-10610,Via Rail Canada Inc.-Montréal Maintenance Centre CC14409,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.477476,-73.549898,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
3167,AAB-11326,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
3170,AAA-10335,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
3172,AAB-12080,SQI - Palais de justice de Montréal (Rue Bellechasse),"410 Rue de Bellechasse, Montréal, QC",H2S 1X3,Level2,45.532648,-73.600372,"1,00 $ (CAD) de l'heure","410 Rue de Bellechasse, Montréal, QC H2S 1X3, Canada",45.532739299999996,-73.600739,Montréal,QC
