,id,name,address,postal_code,charger_level,lat,lng,cost,gg_address,gg_lat,gg_lng,city,province
1540,CEA-10194,605 | BSR | VM | 265 St-Antoine,"301 rue St-Antoine Ouest, Montréal, QC",H2Z 1H5,Level2,45.503582,-73.56019,"1,00 $ (CAD) de l'heure","301 Rue Saint-Antoine O, Montréal, QC H2Z 1H5, Canada",45.5036148,-73.56053840000001,Montréal,QC
1542,CEA-165,782 | BHR | CDN-NDG | 3220 Appleton : Parc Kent,"3220 Avenue Appleton, Montréal, QC",H3S 2T3,Level2,45.505514,-73.63166,"2,50 $ (CAD) par session","3220 Avenue Appleton, Montréal, QC H3S 2T3, Canada",45.5052784,-73.6315971,Montréal,QC
1543,CEA-10361,303 | BSR | RPP | 2160 Beaubien,"2160 Rue Beaubien E, Montréal, QC",H2G 1M6,Level2,45.546029,-73.59401899999999,"1,00 $ (CAD) de l'heure","2160 Rue Beaubien E, Montréal, QC H2G 1M6, Canada",45.545912,-73.5940186,Montréal,QC
1544,CEA-10298,403 | BSR | MHM | 882 Dézéry,"882 Rue Dézéry, Montréal, QC",H1W 2R9,Level2,45.540895,-73.547126,"1,00 $ (CAD) de l'heure","882 Rue Dézéry, Montréal, QC H1W 2R1, Canada",45.5390345,-73.5410645,Montréal,QC
1545,CEA-10729,818 | BSR | SO | 4523 St-Jacques,"4523 St-Jacques, Montréal, QC",H4C 1K3,Level2,45.475618,-73.59129200000001,"1,00 $ (CAD) de l'heure","4523 Rue Saint-Jacques, Montréal, QC H4C 1K3, Canada",45.475662299999996,-73.5913007,Montréal,QC
1546,CEA-11268,828 | BSR | SO | 2190 Favard,"2190 Rue Favard, Montréal, QC",H3K 1Z8,Level2,45.475625,-73.557778,"1,00 $ (CAD) de l'heure","2190 Rue Favard, Montréal, QC H3K 1Z8, Canada",45.475855100000004,-73.5576564,Montréal,QC
1549,CEB-10106,Discount St-Jacques Ouest,"6250 rue St-Jacques ouest, Montréal, QC",H4B 1T6,Level2,45.4631309509277,-73.6182327270508,"1,00 $ (CAD) de l'heure","6250 Rue Saint-Jacques, Montréal, QC H4B 1T6, Canada",45.463134499999995,-73.61748309999999,Montréal,QC
1563,CEA-10171,622 | BSR | VM | 1275 Berri,"1265 Rue Berri, Montréal, QC",H2L 4S6,Level2,45.51461,-73.559342,"1,00 $ (CAD) de l'heure","1265 Rue Berri, Montréal, QC H2L 4S6, Canada",45.5146026,-73.55884959999999,Montréal,QC
1564,CEA-081,481 | BHR | MHM | 8780 Dubuisson : Aréna Clément-Jetté,"8780 avenue Dubuisson, Montréal, QC",H1L 2W6,Level2,45.601836,-73.516419,"2,50 $ (CAD) par session","8780 Avenue Dubuisson, Montréal, QC H1L 2W6, Canada",45.6016974,-73.5164237,Montréal,QC
1570,CEA-10339,404 | BSR | MHM | 3622 Hochelaga,"3622 Rue Hochelaga, Montréal, QC",H1W 1J1,Level2,45.547475,-73.550661,"1,00 $ (CAD) de l'heure","3622 Rue Hochelaga, Montréal, QC H1W 1J1, Canada",45.547396899999995,-73.5507923,Montréal,QC
1572,CEA-11229,527 | BSR | PMR | 3820 Laval,"3820 Avenue Laval, Montréal, QC",H2W 2J1,Level2,45.51786,-73.574396,"1,00 $ (CAD) de l'heure","3820 Avenue Laval, Montréal, QC H2W 2J1, Canada",45.5178932,-73.5747021,Montréal,QC
1582,CEA-221,Allied - 111 Duke,"111 Rue Duke, Montreal, QC",H3C 2M1,Level2,45.4971082709454,-73.5567164535113,"2,50 $ (CAD) par session","111 Rue Duke, Montréal, QC H3C 2M1, Canada",45.4967578,-73.5562301,Montréal,QC
1591,CEA-10217,603 | BSR | VM | 115 St-Antoine,"115 rue St-Antoine Ouest, Montréal, QC",H2Z 1X8,Level2,45.505622,-73.55845,"1,00 $ (CAD) de l'heure","115 Rue Saint-Antoine O, Montréal, QC H2Z 1X8, Canada",45.5054528,-73.55869090000002,Montréal,QC
1592,CEA-10381,702 | BSR | CDN-NDG | 5252 Sherbrooke O,"5252 Sherbrooke O, Montréal, QC",H4A 3K5,Level2,45.474621,-73.608302,"1,00 $ (CAD) de l'heure","5252 Rue Sherbrooke Ouest, Montréal, QC H4A 3K5, Canada",45.4745826,-73.60823640000001,Montréal,QC
1595,CEA-10144,620 | BSR | VM | 1551 St-Denis,"1551 rue St-Denis, Montréal, QC",H2L 3K3,Level2,45.514626,-73.56228,"1,00 $ (CAD) de l'heure","1551 Rue Saint-Denis, Montréal, QC H2X 3K3, Canada",45.5146299,-73.562003,Montréal,QC
1599,CEA-10872,703 | BSR | CDN-NDG | 5038 rue Sherbrooke O,"5038 Sherbrooke O, Montréal, QC",H4A 1S7,Level2,45.476487,-73.606153,"1,00 $ (CAD) de l'heure","5038 Rue Sherbrooke Ouest, Montréal, QC H4A 1S7, Canada",45.4763895,-73.6059853,Montréal,QC
1600,CEA-11206,630 | BSR | VM | 1125 Ontario Est,"1125 Ontario St E, Montréal, QC",H2L 1R1,Level2,45.520402,-73.563312,"1,00 $ (CAD) de l'heure","1125 Rue Ontario E, Montréal, QC H2L 1R1, Canada",45.5206722,-73.5633898,Montréal,QC
1602,CEA-10863,211 | BSR | VSMPE | 625 Liege O,"625 Liege O, Montréal, QC",H3N 1A7,Level2,45.532997,-73.642027,"1,00 $ (CAD) de l'heure","625 Rue de Liège O, Montréal, QC H3N 1A7, Canada",45.533015999999996,-73.64207259999999,Montréal,QC
1605,CEA-10143,324 | BSR | RPP | 5808 St-Hubert,"5808 St-Hubert, Montréal, QC",H2S 2L7,Level2,45.533245,-73.596864,"1,00 $ (CAD) de l'heure","5808 Rue St-Hubert, Montréal, QC H2S 2L7, Canada",45.53308,-73.596824,Montréal,QC
1608,CEA-10192,605 | BSR | VM | 265 St-Antoine,"301 rue St-Antoine Ouest, Montréal, QC",H2Z 1H5,Level2,45.50378,-73.56002,"1,00 $ (CAD) de l'heure","301 Rue Saint-Antoine O, Montréal, QC H2Z 1H5, Canada",45.5036148,-73.56053840000001,Montréal,QC
1609,CEA-10601,408 | BSR | MHM | 1870 Davidson,"1870 Davidson, Montréal, QC",H1W 2Y6,Level2,45.542656,-73.545168,"1,00 $ (CAD) de l'heure","1870 Rue Davidson, Montréal, QC H1W 2Y6, Canada",45.5423324,-73.54523809999999,Montréal,QC
1624,CEA-10528,515 | BSR | PMR | 4801 Papineau,"4801 Avenue Papineau, Montréal, QC",H2H 1V7,Level2,45.534713,-73.57794100000001,"1,00 $ (CAD) de l'heure","4801 Rue Papineau, Montréal, QC H2H 1V7, Canada",45.5348126,-73.5780873,Montréal,QC
1626,CEA-10330,402 | BSR | MHM | 8646 Hochelaga,"8646 Rue Hochelaga, Montréal, QC",H1L 2M4,Level2,45.600718,-73.51992299999999,"1,00 $ (CAD) de l'heure","8646 Rue Hochelaga, Montréal, QC H1L 2M4, Canada",45.6007291,-73.52008909999999,Montréal,QC
1628,CEA-10267,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC",H1V 3J3,Level2,45.560388,-73.55135,"2,50 $ (CAD) par session","3200 Rue Viau, Montréal, QC H1V 3J3, Canada",45.55976210000001,-73.5514912,Montréal,QC
1629,CEA-11455,632 | BSR | VM | 140 Prince,"140 Rue Prince, Ville-Marie, QC",H3C 1T6,Level2,45.497384,-73.556547,"1,00 $ (CAD) de l'heure","140 Rue Prince, Montréal, QC H3C 1T6, Canada",45.4970877,-73.5559311,Montréal,QC
1631,CEA-10927,623 | BSR | VM | 1436 Amherst,"1411 rue Amherst, Montréal, QC",H2L 2G2,Level2,45.5176188090555,-73.55755239881141,"1,00 $ (CAD) de l'heure","1411 Rue Amherst, Montréal, QC H2L 3L2, Canada",45.517711799999994,-73.5572265,Montréal,QC
1633,CEA-10386,725 | BSR | CDN-NDG | 7440 Décarie,"7440 Décarie, H4P 2N1, QC",H4A 3H9,Level2,45.49426,-73.654292,"1,00 $ (CAD) de l'heure","7440 Boulevard Décarie, Montréal, QC H4P 2N1, Canada",45.495273299999994,-73.655125,Montréal,QC
1640,CEA-11216,527 | BSR | PMR | 3820 Laval,"3820 Avenue Laval, Montréal, QC",H2W 2J1,Level2,45.51786,-73.574396,"1,00 $ (CAD) de l'heure","3820 Avenue Laval, Montréal, QC H2W 2J1, Canada",45.5178932,-73.5747021,Montréal,QC
1647,CEA-10797,105 | BSR | AC | 1530 Fleury,"1530 rue Fleury, Montréal, QC",H2C 2Y6,Level2,45.562906,-73.656227,"1,00 $ (CAD) de l'heure","1530 Rue Fleury E, Montréal, QC H2C 2Y6, Canada",45.5629748,-73.6561512,Montréal,QC
1648,CEA-10282,505 | BSR | PMR | 4231 St Laurent,"4321 boul. St-Laurent, Montréal, QC",H2W 1Z4,Level2,45.518205,-73.581949,"1,00 $ (CAD) de l'heure","4321 Boul St-Laurent, Montréal, QC H2W 1Z3, Canada",45.5190351,-73.5838925,Montréal,QC
1652,CEA-10376,706 | BSR | CDN-NDG | 3340 Côte Ste-Catherin,"3340 Côte Ste-Catherine, Montréal, QC",H1W 2C7,Level2,45.5001,-73.626006,"1,00 $ (CAD) de l'heure","3340 Chemin de la Côte-Sainte-Catherine, Montréal, QC H3T 1C6, Canada",45.5000421,-73.6258217,Montréal,QC
1653,CEA-10518,520 | BSR | PMR | 4604 Parc,"4604A ave du Parc , Montréal, QC",H2V 4E5,Level2,45.517256,-73.591151,"1,00 $ (CAD) de l'heure","4604 Av du Parc, Montréal, QC H2V 4E5, Canada",45.5172996,-73.59136459999999,Montréal,QC
1654,CEA-10292,803 | BSR | SO | 1825 Notre-Dame O,"1825 rue Notre-Dame O, Montréal, QC",H3J 2Y4,Level2,45.487874,-73.569212,"1,00 $ (CAD) de l'heure","1825 Rue Notre-Dame Ouest, Montréal, QC H3J 2Y4, Canada",45.488162,-73.568995,Montréal,QC
1655,CEA-10742,223 | BSR | VSMPE | 8630 Berri,"8630 Rue Berri, Montréal, QC",H2P 2G4,Level2,45.545698,-73.63738000000001,"1,00 $ (CAD) de l'heure","8630 Rue Berri, Montréal, QC H2P 2Z4, Canada",45.5455533,-73.6374537,Montréal,QC
1663,CEA-10301,403 | BSR | MHM | 882 Dézéry,"882 Rue Dézéry, Montréal, QC",H1W 2R9,Level2,45.540895,-73.547126,"1,00 $ (CAD) de l'heure","882 Rue Dézéry, Montréal, QC H1W 2R1, Canada",45.5390345,-73.5410645,Montréal,QC
1664,CEA-10342,306 | BSR | RPP | 3189 Masson,"3189 Rue Masson , Montréal, QC",H1Y 1Y2,Level2,45.550345,-73.573841,"1,00 $ (CAD) de l'heure","3189 Rue Masson, Montréal, QC H1Y 1Y2, Canada",45.550287100000006,-73.5738282,Montréal,QC
1666,CEA-11305,332 | BSR | RPP | 1201 Bélanger,"1201 Rue Bélanger, Montréal, QC",H2S 1H7,Level2,45.541863,-73.60772800000001,"1,00 $ (CAD) de l'heure","1201 Rue Bélanger, Montréal, QC H2S 1H7, Canada",45.5418565,-73.6077662,Montréal,QC
1670,CEA-10607,718 | BSR | CDN-NDG | 3555 Queen Mary,"3355 Chemin Queen Mary, Montréal, QC",H3V 1H9,Level2,45.49571,-73.618201,"1,00 $ (CAD) de l'heure","3355 Chemin Queen Mary, Montréal, QC H3V 1A5, Canada",45.4961536,-73.6188136,Montréal,QC
1673,CEA-10193,606 | BSR | VM | 369 St-Antoine,"405 rue St-Antoine Ouest, Montréal, QC",H2Z 2A3,Level2,45.502668,-73.56097,"1,00 $ (CAD) de l'heure","405 Rue Saint-Antoine O, Montréal, QC H2Z 2A3, Canada",45.5025893,-73.5611507,Montréal,QC
1677,CEA-086,180 | BHR | AC | 10560 Rue St-Hubert : Aréna Ahuntsic,"10560 Rue St-Hubert, Montréal, QC",H2C 2H7,Level2,45.557008,-73.664484,"2,50 $ (CAD) par session","10560 Rue St-Hubert, Montréal, QC H2C 2H7, Canada",45.5572098,-73.6642379,Montréal,QC
1679,CEA-11357,526 | BSR | PMR | 5561 St-Dominique,"5561 rue Saint-Dominique, Montréal, QC",H2T 1A5,Level2,45.526635,-73.598664,"1,00 $ (CAD) de l'heure","5561 Rue Saint-Dominique, Montréal, QC H2T 1A5, Canada",45.526773600000006,-73.598535,Montréal,QC
1683,CEA-10960,5600.com,"5656 Hochelaga, Montréal, QC",H1N 3L7,Level2,45.56898,-73.53826600000001,"1,00 $ (CAD) de l'heure","5656 Rue Hochelaga, Montréal, QC H1N 3T1, Canada",45.5698388,-73.53807940000002,Montréal,QC
1688,CEA-10603,103 | BSR | AC | 9475 Lajeunesse,"9475 Lajeunesse, Montréal, QC",H2M 1S5,Level2,45.550257,-73.650896,"1,00 $ (CAD) de l'heure","9475 Rue Lajeunesse, Montréal, QC H2M 1S5, Canada",45.550334899999996,-73.650802,Montréal,QC
1701,CEA-10569,224 | BSR | VSMPE | 7200 Hutchison,"7200 Hutchison, Montréal, QC",H3N 1Z2,Level2,45.529826,-73.62305,"1,00 $ (CAD) de l'heure","7200 Rue Hutchison, Montréal, QC H3N 1Z2, Canada",45.529608,-73.62315699999999,Montréal,QC
1702,CEA-10698,414 | BSR | MHM | 4217 Rue de Rouen,"4217 Rue de Rouen , Montréal, QC",H1V 1G7,Level2,45.552531,-73.544179,"1,00 $ (CAD) de l'heure","4217 Rue de Rouen, Montréal, QC H1V 1G7, Canada",45.552559,-73.54427690000001,Montréal,QC
1707,CEB-10107,Discount Plateau Mont-Royal/Rosemont,"4447 rue Papineau, Montréal, Q", H2H1T7,Level2,45.5326881408691,-73.5736846923828,"1,00 $ (CAD) de l'heure","4447 Rue Papineau, Montréal, QC H2H 1T7, Canada",45.5326575,-73.5735,Montréal,QC
1709,CEB-10004,Place des Arts,"1450 rue St-Urbain, Montréal, QC",H5B 1E4,Level2,45.5091667175293,-73.5659484863281,"2,50 $ (CAD) par session","1450 Rue Saint-Urbain, Montréal, QC H2X 1Z8, Canada",45.5090838,-73.5660905,Montréal,QC
1713,CEA-11289,231 | BSR | VSMPE | 3901 Jarry,"3901 jarry E, Montréal, QC",H1Z 2G1,Level2,45.569855,-73.604919,"1,00 $ (CAD) de l'heure","3901 Rue Jarry E, Montréal, QC H1Z 2G1, Canada",45.57100820000001,-73.6047437,Montréal,QC
1717,CEA-10870,309 | BSR | RPP | 7145 Alexandra,"7145 Alexandra, Montréal, QC",H2S 3J6,Level2,45.532232,-73.619845,"1,00 $ (CAD) de l'heure","7145 Rue Alexandra, Montréal, QC H2S 3J6, Canada",45.532303000000006,-73.61973,Montréal,QC
1723,CEA-10184,626 | BSR | VM | 2027 L'Espérance,"2030 Rue L'espérance, Montréal, QC",H2K 2N9,Level2,45.537758,-73.549702,"1,00 $ (CAD) de l'heure","2030 Rue Lespérance, Montréal, QC H2K 2N9, Canada",45.537695,-73.550104,Montréal,QC
1731,CEA-10738,501 | BSR | PMR | 4492 rue Parth,"4492 rue Parthenais, Montréal, QC",H2H 2G5,Level2,45.536337,-73.571,"1,00 $ (CAD) de l'heure","4492 Rue Parthenais, Montréal, QC H2H 2G5, Canada",45.536284,-73.57097990000001,Montréal,QC
1733,CEA-10850,1411 | BSR | SLA | 360A Meloche,"360 Meloche, Montréal, QC",H4N 1A6,Level2,45.528437,-73.67577800000001,"1,00 $ (CAD) de l'heure","Rue Meloche, Montréal, QC, Canada",45.457854,-73.8859361,Montréal,QC
1762,AAA-127,Édifice Jacques-Parizeau,"1000 Jean-Paul-Riopelle, Montréal, QC",H2Z 2B3,Level2,45.50253,-73.561352,"1,00 $ (CAD) de l'heure","1000 Place Jean-Paul-Riopelle, Montréal, QC H2Z 2B3, Canada",45.502909100000004,-73.5619531,Montréal,QC
1781,AAA-161,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC",H3A 3J5,Level2,45.502156,-73.57222900000001,"1,00 $ (CAD) de l'heure","1500 Avenue McGill College, Montréal, QC H3A 3L2, Canada",45.5023402,-73.5723526,Montréal,QC
1791,AAA-207,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC",H3B 4G5,Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure","705 Rue Sainte-Catherine O, Montréal, QC H3B 4G5, Canada",45.502466,-73.57130409999999,Montréal,QC
1828,AAA-530,Alexis Nihon,"1500 Avenue Atwater, Montréal, QC",H3Z 1X5,Level2,45.488728,-73.58551,"1,00 $ (CAD) de l'heure","1500 Avenue Atwater, Montréal, QC H3Z 1X5, Canada",45.488805,-73.5859921,Montréal,QC
1833,AAA-10332,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
1842,AAB-12081,SQI - Palais de justice de Montréal (Rue Bellechasse),"410 Rue de Bellechasse, Montréal, QC",H2S 1X3,Level2,45.532648,-73.600372,"1,00 $ (CAD) de l'heure","410 Rue de Bellechasse, Montréal, QC H2S 1X3, Canada",45.532739299999996,-73.600739,Montréal,QC
1843,AAA-10336,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
1863,AAA-10329,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
1878,AAA-175,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC",H3B 4G5,Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure","705 Rue Sainte-Catherine O, Montréal, QC H3B 4G5, Canada",45.502466,-73.57130409999999,Montréal,QC
1882,AAA-10480,MTL - Aréna Bill Durnan (0610),"4988, rue Vézina, Montréal, QC",H3W 1C1,Level2,45.494898,-73.644266,"2,50 $ (CAD) par session","4988 Rue Vézina, Montréal, QC H3W 1C1, Canada",45.494823700000005,-73.6446937,Montréal,QC
1911,AAA-10444,Montréal - Marché Central - 1025 rue Marché Central,"1025 rue Marché Central, Montréal, QC",H4N 3K1,Level2,45.534841,-73.65943,"0,00 $ (CAD) par session","1025 Rue du Marché Central, Montréal, QC H4N 1J8, Canada",45.534538500000004,-73.6596261,Montréal,QC
1918,AAA-11170,P-3744 Jean-Brillant,"3744 Rue Jean-Brillant, Montréal, QC",H3T 1P1,Level2,45.495237,-73.621813,"1,00 $ (CAD) de l'heure","3744 Rue Jean-Brillant, Montréal, QC H3T 1P1, Canada",45.495106,-73.6217464,Montréal,QC
1938,AAA-10433,Montréal - Marché Central - 8989 boul L'Acadie,"8989 boul L’Acadie, Montréal, QC",H4N 3K1,Level2,45.532492,-73.65256,"0,00 $ (CAD) par session","8989 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.532252,-73.65148359999999,Montréal,QC
1948,AAA-10606,Via Rail Canada Inc.-Montréal Maintenance Centre CC13285,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.477476,-73.549898,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
1951,AAA-179,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC",H3A 3J5,Level2,45.502156,-73.57222900000001,"1,00 $ (CAD) de l'heure","1500 Avenue McGill College, Montréal, QC H3A 3L2, Canada",45.5023402,-73.5723526,Montréal,QC
1961,AAA-10333,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
1974,AAA-10418,_MES  Université McGill - Redéveloppement,"3420 Rue McTavish, Montréal, QC",H3A 1Y1,Level2,45.502857,-73.57681099999999,"1,00 $ (CAD) de l'heure","3420 Rue McTavish, Montréal, QC H3A 3L1, Canada",45.5029451,-73.57675649999999,Montréal,QC
1982,AAA-10892,T.A. - 2600 William-Tremblay,"2600 Rue William-Tremblay, Montréal, QC",H1Y 3J2,Level2,45.542242,-73.56399,"1,00 $ (CAD) de l'heure","2600 Rue William-Tremblay, Montréal, QC H1X 3J2, Canada",45.542548499999995,-73.56389709999999,Montréal,QC
1986,AAA-10428,Montréal - Marché Central - 9187 boul L'Acadie,"9187 boul L’Acadie, Montréal, QC",H4N 3K1,Level2,45.533598,-73.6552,"0,00 $ (CAD) par session","9187 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.5331119,-73.6551863,Montréal,QC
2025,AAA-123,Édifice Jacques-Parizeau,"1000 Jean-Paul-Riopelle, Montréal, QC",H2Z 2B3,Level2,45.50253,-73.561352,"1,00 $ (CAD) de l'heure","1000 Place Jean-Paul-Riopelle, Montréal, QC H2Z 2B3, Canada",45.502909100000004,-73.5619531,Montréal,QC
2059,AAA-10615,Via Rail Canada Inc.-Montréal Maintenance Centre CC14409,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.476233,-73.549018,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
2064,AAA-10249,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC",H3A 1N4,Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure","900 Boulevard de Maisonneuve O, Montréal, QC H3A 1M5, Canada",45.5019469,-73.57338859999999,Montréal,QC
2095,AAB-11963,IA - Crémazie,"1611 Boul Crémazie E, Montréal, QC",H2M 2R9,Level2,45.553932,-73.625066,"1,00 $ (CAD) de l'heure","1611 Boul Crémazie E, Montréal, QC H2M 2R9, Canada",45.5545329,-73.6239679,Montréal,QC
2134,AAA-10411,T.A. - 4050 Molson,"4050 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.541189,-73.56251999999999,"1,00 $ (CAD) de l'heure","4050 Rue Molson, Montréal, QC H1W 1A1, Canada",45.5411826,-73.56205959999998,Montréal,QC
2146,AAA-135,Centre de commerce mondial de Montréal,"747 rue Square Victoria, Montréal, QC",H2Y 3Y9,Level2,45.502106,-73.560807,"1,00 $ (CAD) de l'heure","747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020089,-73.5605637,Montréal,QC
2152,AAA-10431,Montréal - Marché Central - 8989 boul L'Acadie,"8989 boul L’Acadie, Montréal, QC",H4N 3K1,Level2,45.532492,-73.65256,"0,00 $ (CAD) par session","8989 Boulevard de l'Acadie, Montréal, QC H4N 3K1, Canada",45.532252,-73.65148359999999,Montréal,QC
2153,AAA-172,Édifice Jacques-Parizeau,"1000 Jean-Paul-Riopelle, Montréal, QC",H2Z 2B3,Level2,45.50253,-73.561352,"1,00 $ (CAD) de l'heure","1000 Place Jean-Paul-Riopelle, Montréal, QC H2Z 2B3, Canada",45.502909100000004,-73.5619531,Montréal,QC
2159,AAA-10937,P-02 Garage Louis-Colin (Niveau 5),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500196,-73.617303,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2160,AAA-573,Indigo Park - Complexe de la Gare Centrale,"904 rue Belmont, Montréal, QC",H3B 2M4,Level2,45.500357,-73.566862,"1,00 $ (CAD) de l'heure","904 Rue Belmont, Montréal, QC H3B 2M4, Canada",45.500254999999996,-73.566779,Montréal,QC
2173,AAB-11268,Place Bonaventure ,"800 rue de la Gauchetiere O, Montréal, QC",H5A 1K6,Level2,45.498651,-73.5658,"1,00 $ (CAD) de l'heure","800 Rue de la Gauchetière O, Montréal, QC H5A 1K8, Canada",45.500133,-73.5652994,Montréal,QC
2179,AAB-11327,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
2183,AAA-159,Édifice Jacques-Parizeau,"1000 Jean-Paul-Riopelle, Montréal, QC",H2Z 2B3,Level2,45.50253,-73.561352,"1,00 $ (CAD) de l'heure","1000 Place Jean-Paul-Riopelle, Montréal, QC H2Z 2B3, Canada",45.502909100000004,-73.5619531,Montréal,QC
2239,AAA-10479,Vieux-Port de Montréal,"2 Rue de la Commune O, Montréal, QC",H2Y 4B2,Level2,45.505148,-73.54961999999999,"0,00 $ (CAD) de l'heure","2 Rue de la Commune O, Montréal, QC H2Y 4B2, Canada",45.5052122,-73.5502408,Montréal,QC
2260,AAB-10807,L Avenue,"1275 Avenue des Canadiens de Montreal, Montréal, QC",H3B 0G4,Level2,45.496458,-73.570604,"0,00 $ (CAD) par session","1275 Avenue des Canadiens-de-Montréal, Montréal, QC H3B 5E6, Canada",45.4964397,-73.5706624,Montréal,QC
2262,AAA-137,Centre de commerce mondial de Montréal,"747 rue Square Victoria, Montréal, QC",H2Y 3Y9,Level2,45.502106,-73.560807,"1,00 $ (CAD) de l'heure","747 Rue du Square-Victoria, Montréal, QC H2Y 3Y9, Canada",45.5020089,-73.5605637,Montréal,QC
2263,AAA-10948,P-02 Garage Louis-Colin (Niveau 1),"5255 Avenue Louis-Colin, Montréal, QC",H3T 1T3,Level2,45.500618,-73.617248,"1,00 $ (CAD) de l'heure","5255 Avenue Louis-Colin, Montréal, QC H3T 1N8, Canada",45.500352899999996,-73.6175865,Montréal,QC
2265,AAA-10521,T.A. - 4100 Molson,"4100 rue Molson, Montréal, QC",H1Y 3L1,Level2,45.541007,-73.56325,"1,00 $ (CAD) de l'heure","4100 Rue Molson, Montréal, QC H1Y 3N1, Canada",45.541074,-73.5631193,Montréal,QC
2269,AAB-11682,Complexe Place Crémazie,"50 boul Crémazie O, Montréal, QC",H2P 2T2,Level2,45.540921,-73.640621,"1,00 $ (CAD) de l'heure","50 Boulevard Crémazie O, Montréal, QC H2P, Canada",45.540878,-73.64107829999999,Montréal,QC
2329,AAB-10815,L Avenue,"1275 Avenue des Canadiens de Montreal, Montréal, QC",H3B 0G4,Level2,45.496458,-73.570604,"0,00 $ (CAD) par session","1275 Avenue des Canadiens-de-Montréal, Montréal, QC H3B 5E6, Canada",45.4964397,-73.5706624,Montréal,QC
2402,AAA-10461,T.A. - 2600 William-Tremblay,"2600 Rue William-Tremblay, Montréal, QC",H1Y 3J2,Level2,45.542242,-73.56399,"1,00 $ (CAD) de l'heure","2600 Rue William-Tremblay, Montréal, QC H1X 3J2, Canada",45.542548499999995,-73.56389709999999,Montréal,QC
2405,AAB-11334,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie ,"545 boul. Crémazie E, Montréal, QC",H2M 1R6,Level2,45.546308,-73.638607,"1,00 $ (CAD) de l'heure","545 Boul Crémazie E, Montréal, QC H2M 1R6, Canada",45.546348200000004,-73.63856120000001,Montréal,QC
2410,AAA-10605,Via Rail Canada Inc.-Montréal Maintenance Centre CC14409,"201, Ash, Montréal, QC",H3K 3K2,Level2,45.477476,-73.549898,"2,00 $ (CAD) par session","201 Avenue Ash, Montréal, QC H3K 3K2, Canada",45.476574299999996,-73.5510875,Montréal,QC
